#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:parvagr" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:parvagr" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:parvagr">
#                <taxonset id="TaxonSet.parvagr" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:parvagr" name="distribution" x="@birthRate.t:parvagr">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:parvagr" name="distribution">
#            <parameter id="kappa.s:parvagr" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@parvagr" id="treeLikelihood.parvagr" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:parvagr" useAmbiguities="true">
#            <siteModel id="SiteModel.s:parvagr" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:parvagr" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:parvagr" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:parvagr" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:parvagr" kappa="@kappa.s:parvagr" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:parvagr" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:parvagr" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:parvagr" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:parvagr" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
12000	-6669.491411556293	-7087.454455411684	417.96304385539037	-7087.454455411684	0.08572174770015224	420.2322725253848	67.43040469157513	3.0720831377658175	0.23777074842978957	0.254215064855651	0.2360338133834909	0.2719803733310685
13000	-6536.819711721337	-6956.788357897772	419.96864617643513	-6956.788357897772	0.08107824255335262	422.2378748464296	70.96250965986403	3.0720831377658175	0.23777074842978957	0.254215064855651	0.2339813343570803	0.2740328523574791
14000	-6202.024361311238	-6630.090311590061	428.06595027882304	-6630.090311590061	0.11257950181766528	430.3351789488175	77.37339442526672	3.0720831377658175	0.23777074842978957	0.254215064855651	0.2339813343570803	0.2740328523574791
15000	-6004.934512192942	-6438.9886676137	434.0541554207585	-6438.9886676137	0.08411005859725755	436.32338409075294	77.97628169974634	3.0720831377658175	0.23777074842978957	0.254215064855651	0.2339813343570803	0.2740328523574791
16000	-5703.1506181926925	-6145.526589699873	442.3759715071798	-6145.526589699873	0.08139624460873916	444.6452001771743	84.2340553942469	3.0720831377658175	0.24408789695608665	0.2478979163293539	0.2339813343570803	0.2740328523574791
17000	-5550.625804818417	-5999.501588297263	448.87578347884534	-5999.501588297263	0.0719361488906181	451.1450121488398	80.7683366702594	3.0720831377658175	0.2525294982555687	0.24291705861357582	0.23052059077337636	0.2740328523574791
18000	-5477.450658405702	-5926.504763097469	449.05410469176684	-5926.504763097469	0.07477106967705467	451.3233333617613	89.37503361566422	3.0720831377658175	0.2525294982555687	0.24291705861357582	0.23052059077337636	0.2740328523574791
19000	-5422.108045138263	-5871.924729126529	449.81668398826605	-5871.924729126529	0.07679295649055957	452.389341570277	87.62239203876527	3.9888778000523684	0.2525294982555687	0.2511639683838933	0.2222736810030589	0.2740328523574791
20000	-5414.132069981419	-5854.662404078452	440.53033409703323	-5854.662404078452	0.07954020559501991	443.1029916790442	75.72911138635178	3.9888778000523684	0.2569724777476988	0.2511639683838933	0.21783070151092873	0.2740328523574791
21000	-5382.093475334918	-5836.014033808953	453.92055847403446	-5836.014033808953	0.07411055882339619	456.4932160560454	87.15769228085314	3.9888778000523684	0.2569724777476988	0.2511639683838933	0.21783070151092873	0.2740328523574791
22000	-5357.773293280266	-5813.184314905824	455.4110216255572	-5813.184314905824	0.07374369809148071	457.9836792075682	99.80432631085579	3.9888778000523684	0.26578801245060557	0.24793207626499802	0.2122470589269173	0.2740328523574791
23000	-5357.296494743655	-5804.7200841438225	447.4235894001676	-5804.7200841438225	0.08096296186705158	449.99624698217855	97.52396360179208	3.9888778000523684	0.26263104650268565	0.24154348287178584	0.22179261826804939	0.2740328523574791
24000	-5333.08471968446	-5775.069880241864	441.9851605574043	-5775.069880241864	0.08854914646876426	444.55781813941525	88.74999232177578	3.9888778000523684	0.25497599314673414	0.24919853622773733	0.22179261826804939	0.2740328523574791
25000	-5301.791035953494	-5751.013911426699	449.222875473205	-5751.013911426699	0.08495449748676663	451.79553305521597	83.06196143973341	3.9888778000523684	0.2723660214841411	0.24107529794375732	0.21252582821462246	0.2740328523574791
26000	-5274.6908193127965	-5735.386171575367	460.6953522625708	-5735.386171575367	0.0780458781997568	463.26800984458174	101.47687517154039	3.9888778000523684	0.2723660214841411	0.24107529794375732	0.21252582821462246	0.2740328523574791
27000	-5286.940184254946	-5741.394343532299	454.4541592773529	-5741.394343532299	0.07976837786265781	457.02681685936386	95.13905454335345	3.9888778000523684	0.2723660214841411	0.24107529794375732	0.21252582821462246	0.2740328523574791
28000	-5259.764046327147	-5713.957148037089	454.1931017099411	-5713.957148037089	0.07887030500548468	456.76575929195207	77.06426578905095	3.9888778000523684	0.27481789423885983	0.23674976788007465	0.20899350568825323	0.2794388321928122
29000	-5223.34307714645	-5682.7221000206	459.3790228741504	-5682.7221000206	0.07846456928066183	461.95168045616134	93.69625464285402	3.9888778000523684	0.27259208290804565	0.23809478285675573	0.20899350568825323	0.28031962854694525
30000	-5233.654349511075	-5684.478959195018	450.8246096839427	-5684.478959195018	0.09010229661955278	453.39726726595364	90.89919718803999	3.9888778000523684	0.27259208290804565	0.23809478285675573	0.20899350568825323	0.28031962854694525
31000	-5229.749404401557	-5680.08460933547	450.3352049339138	-5680.08460933547	0.08651424341942258	452.90786251592476	86.45059838818904	3.9888778000523684	0.27259208290804565	0.23809478285675573	0.20899350568825323	0.28031962854694525
32000	-5222.499852898316	-5680.0237184905745	457.52386559225874	-5680.0237184905745	0.07884725039230901	459.9357294587009	91.5327585690123	3.4896863852088287	0.27259208290804565	0.23809478285675573	0.20899350568825323	0.28031962854694525
33000	-5225.592046575114	-5677.54455797904	451.9525114039265	-5677.54455797904	0.08192264103866626	454.36437527036867	84.84354297374377	3.4896863852088287	0.27259208290804565	0.22972140936562066	0.20899350568825323	0.28869300203808035
34000	-5238.265367397201	-5692.636407842461	454.37104044526035	-5692.636407842461	0.08216668829426681	456.7829043117025	97.42764611454217	3.4896863852088287	0.28073729659996144	0.22972140936562066	0.20084829199633744	0.28869300203808035
35000	-5214.914386999675	-5669.030067527004	454.1156805273284	-5669.030067527004	0.08189153164264322	456.52754439377054	88.00778636355525	3.4896863852088287	0.28073729659996144	0.22972140936562066	0.20084829199633744	0.28869300203808035
36000	-5233.71667351225	-5679.973650349174	446.2569768369242	-5679.973650349174	0.08415666893386967	448.66884070336636	85.90131707635622	3.4896863852088287	0.274805833610277	0.22972140936562066	0.20084829199633744	0.2946244650277648
37000	-5210.41726748493	-5662.88675910047	452.4694916155401	-5662.88675910047	0.08607106351857395	454.88135548198227	89.24227563472238	3.4896863852088287	0.274805833610277	0.22972140936562066	0.20084829199633744	0.2946244650277648
38000	-5208.252633517877	-5661.101329736628	452.8486962187508	-5661.101329736628	0.07999982348770943	455.26056008519294	93.37908868128007	3.4896863852088287	0.274805833610277	0.22972140936562066	0.20084829199633744	0.2946244650277648
39000	-5194.496204504701	-5651.9624427329445	457.4662382282435	-5651.9624427329445	0.07929521460210286	459.8781020946857	96.97588288996513	3.4896863852088287	0.274805833610277	0.22972140936562066	0.20084829199633744	0.2946244650277648
40000	-5200.242861732353	-5652.967893327026	452.7250315946735	-5652.967893327026	0.08433084776509399	455.13689546111567	96.39295822772291	3.4896863852088287	0.274805833610277	0.22972140936562066	0.20084829199633744	0.2946244650277648
41000	-5192.562652531408	-5650.993835531699	458.43118300029096	-5650.993835531699	0.07867445119266869	461.03944446820367	92.42016421646609	4.103705068294048	0.2866007315048098	0.2380081965526758	0.17904398106833408	0.2963470908741802
42000	-5196.225759910582	-5648.8127898977245	452.5870299871418	-5648.8127898977245	0.08211787456279045	455.19529145505453	82.65058569133522	4.103705068294048	0.2866007315048098	0.2380081965526758	0.17904398106833408	0.2963470908741802
43000	-5194.808076262103	-5648.336222732035	453.52814646993187	-5648.336222732035	0.08309571021427525	455.98000985309056	86.94960373942857	3.6109676393723005	0.2866007315048098	0.21952321675951678	0.17904398106833408	0.3148320706673392
44000	-5187.086890714167	-5639.212407241976	452.12551652780934	-5639.212407241976	0.08501436457933004	454.57737991096803	89.33473957255458	3.6109676393723005	0.2866007315048098	0.21952321675951678	0.17904398106833408	0.3148320706673392
45000	-5180.575898488768	-5632.765380285859	452.18948179709093	-5632.765380285859	0.0859046027455559	454.64134518024963	95.62760885466867	3.6109676393723005	0.2866007315048098	0.21952321675951678	0.16384042169418186	0.3300356300414914
46000	-5194.265205039202	-5649.091274985086	454.82606994588394	-5649.091274985086	0.0839372014049387	457.27793332904264	97.70092397176973	3.6109676393723005	0.2866007315048098	0.21952321675951678	0.16384042169418186	0.3300356300414914
47000	-5187.0601748301315	-5634.241569901939	447.181395071808	-5634.241569901939	0.0886046135095063	449.6332584549667	103.59926919401407	3.6109676393723005	0.2651263409088349	0.21952321675951678	0.15865853035710223	0.3566919119745459
48000	-5176.52108656443	-5625.10415465643	448.5830680919999	-5625.10415465643	0.08939704094471083	451.0349314751586	87.68741986807048	3.6109676393723005	0.2651263409088349	0.21952321675951678	0.15865853035710223	0.3566919119745459
49000	-5166.913125706824	-5627.902653704265	460.98952799744114	-5627.902653704265	0.08302069927912781	463.4287801516652	100.04503855205837	3.5725265311138044	0.2651263409088349	0.21952321675951678	0.15865853035710223	0.3566919119745459
50000	-5177.250376341595	-5628.41045986314	451.160083521545	-5628.41045986314	0.08766717557912761	453.59933567576905	89.84012930841622	3.5725265311138044	0.2651263409088349	0.21952321675951678	0.15865853035710223	0.3566919119745459
51000	-5173.608409598098	-5628.66381268265	455.0554030845526	-5628.66381268265	0.08361240040284834	457.55039781969003	94.73373195724078	3.7438708323211154	0.2651263409088349	0.21952321675951678	0.15865853035710223	0.3566919119745459
52000	-5168.097668845891	-5624.61586427247	456.518195426579	-5624.61586427247	0.08457668852959603	459.0131901617164	91.69005084129384	3.7438708323211154	0.2651263409088349	0.21145320919588537	0.16672853792073364	0.3566919119745459
53000	-5158.42335214037	-5616.243863330497	457.8205111901267	-5616.243863330497	0.08722288712741698	460.3155059252641	84.76053683603033	3.7438708323211154	0.2651263409088349	0.21145320919588537	0.16672853792073364	0.3566919119745459
54000	-5163.725893600627	-5614.006527991516	450.2806343908892	-5614.006527991516	0.09176978837945386	452.76193808678534	97.24784325481929	3.701442237757192	0.2651263409088349	0.21145320919588537	0.16672853792073364	0.3566919119745459
55000	-5166.346017881045	-5620.142600899092	453.7965830180472	-5620.142600899092	0.08545759730769584	456.26439623222234	101.60163897716019	3.6598554879212006	0.2651263409088349	0.21145320919588537	0.16672853792073364	0.3566919119745459
56000	-5169.623729929738	-5621.160751871352	451.53702194161343	-5621.160751871352	0.0866003117843266	454.00483515578856	95.70908250254308	3.6598554879212006	0.264115237597887	0.21246431250683326	0.16672853792073364	0.3566919119745459
57000	-5160.769798567328	-5614.566930209718	453.7971316423903	-5614.566930209718	0.08972632904541633	456.2649448565654	97.24223205432635	3.6598554879212006	0.264115237597887	0.21246431250683326	0.16672853792073364	0.3566919119745459
58000	-5167.306618571361	-5617.5102091709105	450.20359059954984	-5617.5102091709105	0.09292991952715882	452.67140381372496	93.96188226868344	3.6598554879212006	0.25993713350730585	0.21246431250683326	0.16672853792073364	0.3608700160651271
59000	-5170.437929537358	-5623.377700561713	452.93977102435514	-5623.377700561713	0.09370304338132793	455.40758423853026	91.24436417422042	3.6598554879212006	0.24092830192906156	0.20522494849103118	0.16672853792073364	0.3871182116591735
60000	-5166.752443504247	-5617.951819992709	451.19937648846167	-5617.951819992709	0.08372435276918831	453.6671897026368	97.54145016857707	3.6598554879212006	0.24092830192906156	0.20522494849103118	0.16672853792073364	0.3871182116591735
61000	-5175.071786139978	-5618.071264829115	442.9994786891363	-5618.071264829115	0.08927369799737583	445.46499293331476	83.35294533281247	3.6527902258992953	0.25817943312358965	0.20522494849103118	0.16672853792073364	0.3698670804646454
62000	-5160.062589157728	-5614.857511530776	454.7949223730473	-5614.857511530776	0.08275428307655545	457.26043661722576	94.68954630888156	3.6527902258992953	0.24868663545611233	0.20522494849103118	0.16672853792073364	0.37935987813212274
63000	-5163.922200814286	-5622.575942634756	458.65374182046986	-5622.575942634756	0.08048976063688455	461.1192560646483	101.86362336734977	3.6527902258992953	0.2590935183562737	0.20522494849103118	0.1563216550205723	0.37935987813212274
64000	-5194.009634604053	-5645.504522255768	451.4948876517155	-5645.504522255768	0.08361787813860636	453.96040189589394	88.8794083257022	3.6527902258992953	0.2590935183562737	0.20522494849103118	0.1563216550205723	0.37935987813212274
65000	-5172.624819104909	-5624.892497148324	452.26767804341506	-5624.892497148324	0.08036034940910725	454.7331922875935	99.022827023591	3.6527902258992953	0.25245478916692676	0.20522494849103118	0.1563216550205723	0.3859986073214697
66000	-5162.816196985953	-5618.620774146814	455.8045771608614	-5618.620774146814	0.07929539284174036	458.27009140503986	97.17182364554917	3.6527902258992953	0.2509072188664686	0.20522494849103118	0.1563216550205723	0.38754617762192783
67000	-5176.31211988693	-5616.3750949389505	440.06297505202025	-5616.3750949389505	0.08768176839125855	442.5284892961987	74.36341920582225	3.6527902258992953	0.2509072188664686	0.20522494849103118	0.1563216550205723	0.38754617762192783
68000	-5179.574123918353	-5628.66322065842	449.08909674006736	-5628.66322065842	0.08192984020241345	451.5546109842458	92.83779167445759	3.6527902258992953	0.2387218065429339	0.21741036081456588	0.1563216550205723	0.38754617762192783
69000	-5185.922667913517	-5628.959792011417	443.03712409789995	-5628.959792011417	0.08696199981800648	445.5026383420784	94.82653208974098	3.6527902258992953	0.2387218065429339	0.21742625290027998	0.1563057629348582	0.38754617762192783
70000	-5171.5077453087715	-5626.767868527362	455.26012321859105	-5626.767868527362	0.08594683702871081	457.7256374627695	90.99876327623886	3.6527902258992953	0.2387218065429339	0.21742625290027998	0.1563057629348582	0.38754617762192783
71000	-5171.5605930207	-5619.103577953476	447.5429849327761	-5619.103577953476	0.09449462330776083	450.00849917695456	79.2291589432642	3.6527902258992953	0.2387218065429339	0.21742625290027998	0.1563057629348582	0.38754617762192783
72000	-5167.273156620344	-5614.32547689171	447.05232027136617	-5614.32547689171	0.08839360176211279	449.5178345155446	88.29286910252064	3.6527902258992953	0.22502820137842308	0.21742625290027998	0.16999936809936902	0.38754617762192783
73000	-5174.052416218343	-5621.238465677654	447.1860494593111	-5621.238465677654	0.09174054173742788	449.65156370348956	81.07374511819835	3.6527902258992953	0.22502820137842308	0.21742625290027998	0.16999936809936902	0.38754617762192783
74000	-5184.22333575859	-5631.874749921997	447.65141416340686	-5631.874749921997	0.08832560478221704	450.1169284075853	97.10808311484429	3.6527902258992953	0.21478814527399573	0.21742625290027998	0.16830447617092228	0.3994811256548019
75000	-5158.668969766494	-5618.250543503596	459.5815737371023	-5618.250543503596	0.08087270219884754	462.13438689382406	96.27904142974457	3.925566150651937	0.21478814527399573	0.21742625290027998	0.16830447617092228	0.3994811256548019
76000	-5159.478094321257	-5614.8316763006005	455.3535819793437	-5614.8316763006005	0.0794241715260658	457.90639513606544	107.08208266832197	3.925566150651937	0.21478814527399573	0.21742625290027998	0.16830447617092228	0.3994811256548019
77000	-5160.594319111825	-5612.481138367628	451.88681925580323	-5612.481138367628	0.0812091958615033	454.439632412525	88.01370361840864	3.925566150651937	0.21478814527399573	0.21742625290027998	0.16830447617092228	0.3994811256548019
78000	-5167.829031180265	-5619.178223071901	451.3491918916357	-5619.178223071901	0.08098058428519014	453.90200504835747	86.81145488440313	3.925566150651937	0.21478814527399573	0.21742625290027998	0.16830447617092228	0.3994811256548019
79000	-5161.694485136462	-5614.566662442716	452.8721773062533	-5614.566662442716	0.08533021588329191	455.4249904629751	101.38091573911308	3.925566150651937	0.21478814527399573	0.21742625290027998	0.17706737334133504	0.3907182284843892
80000	-5177.839515017284	-5624.385030921783	446.5455159045	-5624.385030921783	0.08919413118147754	449.20540030306717	80.60580314710947	4.273057618062431	0.21478814527399573	0.21742625290027998	0.17706737334133504	0.3907182284843892
81000	-5173.713979380847	-5629.1078979829845	455.39391860213755	-5629.1078979829845	0.08604024290853157	457.8106619766128	89.2832153992543	3.5043810309397125	0.21478814527399573	0.21742625290027998	0.17706737334133504	0.3907182284843892
82000	-5183.487654353459	-5636.44855048696	452.9608961335003	-5636.44855048696	0.08430502619620786	455.3776395079755	102.54169255294741	3.5043810309397125	0.21478814527399573	0.21742625290027998	0.17706737334133504	0.3907182284843892
83000	-5170.309426146746	-5636.127943822141	465.8185176753947	-5636.127943822141	0.07833461309762484	468.2352610498699	104.1816471193841	3.5043810309397125	0.21478814527399573	0.20280422114668364	0.17706737334133504	0.40534026023798553
84000	-5183.049077314863	-5637.747454671538	454.6983773566757	-5637.747454671538	0.08206423617219798	457.1151207311509	84.13010609761966	3.5043810309397125	0.21478814527399573	0.20280422114668364	0.17706737334133504	0.40534026023798553
85000	-5183.6946907368065	-5640.574125114552	456.87943437774516	-5640.574125114552	0.08663678429229234	459.2961777522204	104.0935151918136	3.5043810309397125	0.21478814527399573	0.20280422114668364	0.17706737334133504	0.40534026023798553
86000	-5198.310825590988	-5643.8772995663385	445.56647397535	-5643.8772995663385	0.09814228209361295	447.9832173498252	80.75180636595933	3.5043810309397125	0.20828904811213628	0.2093033183085431	0.17706737334133504	0.40534026023798553
87000	-5192.109932170708	-5644.521221244408	452.41128907370006	-5644.521221244408	0.0864291740552962	454.8280324481753	93.21360459563812	3.5043810309397125	0.20828904811213628	0.2093033183085431	0.18372392597335652	0.39868370760596405
88000	-5178.8548725334185	-5632.602505370128	453.7476328367096	-5632.602505370128	0.08490561814796538	456.2963735432291	82.71911119513969	3.9126339184131194	0.2348260560513744	0.2093033183085431	0.18372392597335652	0.3721466996667259
89000	-5172.272069131642	-5627.7928854347265	455.5208163030847	-5627.7928854347265	0.08590785207309669	458.0695570096042	88.47590411960562	3.9126339184131194	0.2348260560513744	0.2093033183085431	0.18372392597335652	0.3721466996667259
90000	-5161.996442327511	-5618.555806924996	456.5593645974854	-5618.555806924996	0.0850221078541934	459.1081053040049	102.98796631537125	3.9126339184131194	0.2348260560513744	0.2093033183085431	0.18372392597335652	0.3721466996667259
91000	-5168.896205582764	-5625.377150153149	456.4809445703851	-5625.377150153149	0.08568219061065574	459.02968527690456	87.55442887194805	3.9126339184131194	0.2348260560513744	0.2093033183085431	0.18372392597335652	0.3721466996667259
92000	-5172.518490769566	-5632.579194315249	460.06070354568357	-5632.579194315249	0.08138444650578588	462.60944425220305	92.86707132996858	3.9126339184131194	0.2481279054991515	0.2093033183085431	0.16023649032460965	0.3823322858676957
93000	-5194.380603867842	-5646.295295829926	451.91469196208385	-5646.295295829926	0.08823058303805556	454.46343266860333	98.82131731662551	3.9126339184131194	0.2481279054991515	0.2093033183085431	0.16023649032460965	0.3823322858676957
94000	-5177.628838639597	-5625.326233217705	447.69739457810715	-5625.326233217705	0.09259347971490643	450.24613528462663	96.42707956321391	3.9126339184131194	0.2481279054991515	0.2093033183085431	0.1617162762121149	0.38085249998019044
95000	-5180.121205570275	-5629.512160975986	449.39095540571117	-5629.512160975986	0.08931564681995566	451.93969611223065	89.10170022164526	3.9126339184131194	0.2481279054991515	0.2093033183085431	0.1617162762121149	0.38085249998019044
96000	-5171.300212318127	-5623.607545964551	452.30733364642435	-5623.607545964551	0.08243002704400837	454.8634877645531	76.24963091768873	3.9361908623288646	0.2446652320481996	0.212765991759495	0.1617162762121149	0.38085249998019044
97000	-5167.736968904796	-5624.584908816333	456.84793991153646	-5624.584908816333	0.08743246377719821	459.4040940296652	90.36119088915135	3.9361908623288646	0.2523947639810426	0.212765991759495	0.1539867442792719	0.38085249998019044
98000	-5168.527817586599	-5613.164558000352	444.63674041375367	-5613.164558000352	0.09166343839090457	447.1928945318824	98.77197031246999	3.9361908623288646	0.2523947639810426	0.212765991759495	0.1539867442792719	0.38085249998019044
99000	-5151.626162870708	-5606.76401246254	455.13784959183226	-5606.76401246254	0.08386369969658745	457.694003709961	91.62129065074164	3.9361908623288646	0.2523947639810426	0.21034811527830885	0.1539867442792719	0.38327037646137657
100000	-5155.860262332573	-5605.073707672085	449.21344533951236	-5605.073707672085	0.08652745685361736	451.6811026469272	94.84023505452856	3.6593761512657013	0.2523947639810426	0.21034811527830885	0.15102252083830958	0.3862345999023389
101000	-5163.467652433304	-5617.510201624354	454.0425491910497	-5617.510201624354	0.0848835594273286	456.5102064984645	99.2503877823825	3.6593761512657013	0.24787283644291974	0.2148700428164317	0.15102252083830958	0.3862345999023389
102000	-5163.1075809449485	-5617.707751659933	454.6001707149847	-5617.707751659933	0.08700864351154936	457.0286437691637	84.6358999087802	3.5398186343746905	0.24787283644291974	0.2148700428164317	0.15102252083830958	0.3862345999023389
103000	-5166.170594598568	-5620.913210863464	454.7426162648966	-5620.913210863464	0.08736908650664343	457.38787087909293	93.89823223404387	4.224716348154507	0.24787283644291974	0.2148700428164317	0.15102252083830958	0.3862345999023389
104000	-5180.912206718737	-5631.052853658261	450.1406469395236	-5631.052853658261	0.08924372284413838	452.78590155371995	93.14282766751319	4.224716348154507	0.24787283644291974	0.2148700428164317	0.15102252083830958	0.3862345999023389
105000	-5188.788390091527	-5636.986362583961	448.1979724924337	-5636.986362583961	0.093093713400367	450.66327067314955	86.42308924229602	3.652126537557709	0.24787283644291974	0.2206333698612691	0.14525919379347219	0.3862345999023389
106000	-5189.328705594839	-5635.488790920252	446.1600853254119	-5635.488790920252	0.09204359604939259	448.6253835061278	91.33455011791763	3.652126537557709	0.24787283644291974	0.2206333698612691	0.14525919379347219	0.3862345999023389
