#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:parvagr" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:parvagr" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:parvagr">
#                <taxonset id="TaxonSet.parvagr" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:parvagr" name="distribution" x="@birthRate.t:parvagr">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:parvagr" name="distribution">
#            <parameter id="kappa.s:parvagr" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@parvagr" id="treeLikelihood.parvagr" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:parvagr" useAmbiguities="true">
#            <siteModel id="SiteModel.s:parvagr" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:parvagr" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:parvagr" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:parvagr" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:parvagr" kappa="@kappa.s:parvagr" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:parvagr" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:parvagr" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:parvagr" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:parvagr" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
1071000	-5167.684289546252	-5626.603970714085	458.9196811678327	-5626.603970714085	0.0878719185749424	461.41116343421294	92.91465474804411	3.732964117818489	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1072000	-5176.272934005231	-5626.7814053447355	450.50847133950424	-5626.7814053447355	0.08810835422409968	452.99995360588446	98.4602404581557	3.732964117818489	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1073000	-5174.254228832921	-5625.27752035327	451.0232915203487	-5625.27752035327	0.08894840295492151	453.5423772612369	98.57695702978107	3.8190800660451276	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1074000	-5175.869147503853	-5622.8133442133185	446.9441967094654	-5622.8133442133185	0.09078338486606613	449.4632824503536	96.71925509472764	3.8190800660451276	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1075000	-5167.875591208175	-5622.993962427105	455.11837121892955	-5622.993962427105	0.08015480850839157	457.8733733889519	106.7343534014074	4.594180861893106	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1076000	-5170.834151570397	-5627.126086339712	456.2919347693147	-5627.126086339712	0.08394591030669418	459.04693693933706	97.48790716690172	4.594180861893106	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1077000	-5175.651276500731	-5630.58858693938	454.93731043864835	-5630.58858693938	0.07424313048864459	457.6923126086707	99.46167835875666	4.594180861893106	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1078000	-5171.709269709478	-5626.469964887023	454.7606951775453	-5626.469964887023	0.07395252347213414	457.51569734756765	108.79569894253682	4.594180861893106	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1079000	-5181.740677209469	-5635.169731005664	453.42905379619503	-5635.169731005664	0.07794117114320595	455.92509490781094	90.4560066599497	3.7471228626444226	0.24814485305743214	0.19082368045334158	0.15136433724841694	0.4096671292408096
1080000	-5190.539221470997	-5632.116452162096	441.57723069109863	-5632.116452162096	0.0856949585388786	444.0960561952254	64.95987870706584	3.818263862327874	0.24814485305743214	0.19771390980831105	0.14447410789344747	0.4096671292408096
1081000	-5173.202237922252	-5621.305805285539	448.1035673632871	-5621.305805285539	0.0833609577623326	450.6740341880938	90.5432570528862	3.9818643083892313	0.24814485305743214	0.19771390980831105	0.15850709820265266	0.39563413893160443
1082000	-5156.435718858847	-5608.667463875961	452.2317450171137	-5608.667463875961	0.08125235608185709	454.80221184192044	95.85333958985078	3.9818643083892313	0.24814485305743214	0.19771390980831105	0.15850709820265266	0.39563413893160443
1083000	-5156.995991921689	-5613.393450140594	456.3974582189052	-5613.393450140594	0.08140392128772378	458.9679250437119	86.04561567290405	3.9818643083892313	0.2605847962883016	0.19771390980831105	0.15850709820265266	0.383194195700735
1084000	-5164.0269054283635	-5622.724077566438	458.6971721380744	-5622.724077566438	0.08266847352970684	461.2676389628811	84.9416844947735	3.9818643083892313	0.2605847962883016	0.19771390980831105	0.15850709820265266	0.383194195700735
1085000	-5166.399394642856	-5622.319346604886	455.91995196203015	-5622.319346604886	0.08285800786761634	458.49041878683687	90.1824849237035	3.9818643083892313	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1086000	-5168.923870375446	-5620.317844986899	451.3939746114528	-5620.317844986899	0.08440222339711405	453.9644414362595	85.3238324124225	3.9818643083892313	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1087000	-5158.35958492273	-5610.9156740234275	452.5560891006971	-5610.9156740234275	0.08251111229232876	455.1265559255038	81.51311530838451	3.9818643083892313	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1088000	-5172.269168323495	-5619.008943472909	446.73977514941356	-5619.008943472909	0.08673113918334871	449.3102419742203	85.47452099702646	3.9818643083892313	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1089000	-5188.417471335232	-5632.752550052633	444.3350787174008	-5632.752550052633	0.09466053639636343	446.9055455422075	77.23058152938255	3.9818643083892313	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1090000	-5182.677928906992	-5632.73181270757	450.05388380057735	-5632.73181270757	0.09238800253669265	452.5182229226077	91.11482825772869	3.649181241537548	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1091000	-5157.301646200343	-5616.006169273385	458.704523073042	-5616.006169273385	0.08137404406954923	461.1688621950724	96.4346519961489	3.649181241537548	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1092000	-5161.048949023194	-5614.413855226504	453.3649062033101	-5614.413855226504	0.08365249924442042	455.8119913368092	92.93536175536501	3.596380623483075	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1093000	-5183.277879613989	-5632.097009833386	448.819130219397	-5632.097009833386	0.09289861568731236	451.2662153528961	81.36223387057603	3.596380623483075	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1094000	-5162.5074910517715	-5619.767598632262	457.2601075804907	-5619.767598632262	0.08308207800836838	460.04759489735494	117.73825389406751	4.706610995139598	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1095000	-5160.603715873091	-5618.108035682811	457.5043198097204	-5618.108035682811	0.08435119594171338	460.2918071265847	102.5231454251562	4.706610995139598	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1096000	-5164.031025573804	-5609.847936660558	445.8169110867536	-5609.847936660558	0.09054132170847996	448.51600526485436	82.18767833969508	4.4039892077240665	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1097000	-5176.193978744435	-5623.29094888117	447.09697013673485	-5623.29094888117	0.08944591666633098	449.79606431483563	91.44235278426814	4.4039892077240665	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1098000	-5161.417573799919	-5614.900015731068	453.48244193114857	-5614.900015731068	0.08542903110722812	456.18153610924935	94.70517441204926	4.4039892077240665	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1099000	-5173.507833234203	-5620.5950912330445	447.0872579988418	-5620.5950912330445	0.08973673127395385	449.78635217694256	75.74594516474238	4.4039892077240665	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1100000	-5164.910939956556	-5616.920714265008	452.0097743084527	-5616.920714265008	0.08912009174136719	454.70886848655346	94.36007663500548	4.4039892077240665	0.24799331725242396	0.19771390980831105	0.15850709820265266	0.39578567473661264
1101000	-5180.67151737522	-5631.9274089329065	451.2558915576864	-5631.9274089329065	0.09102725007284289	453.7820128519785	82.20206598828996	3.841177691751914	0.24287331367647896	0.19771390980831105	0.15850709820265266	0.40090567831255763
1102000	-5160.1952246383435	-5614.762477943727	454.56725330538416	-5614.762477943727	0.09174963326793703	457.0933745996762	98.276875474536	3.841177691751914	0.2351179647760663	0.2054692587087237	0.15850709820265266	0.40090567831255763
1103000	-5160.046994462168	-5614.216562529583	454.1695680674148	-5614.216562529583	0.08556818937361245	456.69568936170685	100.51302481252654	3.841177691751914	0.24495473574303955	0.2054692587087237	0.15850709820265266	0.3910689073455844
1104000	-5176.668974629998	-5627.2674035658465	450.59842893584835	-5627.2674035658465	0.08883014723327905	453.1245502301404	93.06948299803446	3.841177691751914	0.24495473574303955	0.2054692587087237	0.15850709820265266	0.3910689073455844
1105000	-5164.7640221207475	-5630.619252094929	465.85522997418104	-5630.619252094929	0.07907758975039113	468.3813512684731	103.62139834861209	3.841177691751914	0.24495473574303955	0.2054692587087237	0.15850709820265266	0.3910689073455844
1106000	-5168.834412315921	-5619.1263818299285	450.2919695140076	-5619.1263818299285	0.08604215409480148	452.81809080829964	114.70111876647196	3.841177691751914	0.24495473574303955	0.2054692587087237	0.15850709820265266	0.3910689073455844
1107000	-5172.6798085483515	-5626.8104475170985	454.1306389687467	-5626.8104475170985	0.08501703815942514	456.6567602630388	88.63537110007971	3.841177691751914	0.24495473574303955	0.2054692587087237	0.15850709820265266	0.3910689073455844
1108000	-5169.686754206029	-5618.850701022341	449.1639468163118	-5618.850701022341	0.08742559248800282	451.68373489202463	93.39833741852033	3.821283274357688	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1109000	-5155.144300033933	-5607.966296167929	452.8219961339952	-5607.966296167929	0.08581850850323795	455.47795585056264	96.07235206111335	4.260062145654266	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1110000	-5158.6934155631225	-5613.927192465675	455.2337769025528	-5613.927192465675	0.08519430695496842	457.88973661912024	88.22556062803727	4.260062145654266	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1111000	-5154.1752792688	-5606.630518443986	452.4552391751862	-5606.630518443986	0.08536442738586063	455.11119889175365	88.13273428067855	4.260062145654266	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1112000	-5153.697229311108	-5609.519379780168	455.8221504690604	-5609.519379780168	0.08775885403045422	458.500945425054	95.84754677170679	4.335954578353458	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1113000	-5168.949293176751	-5620.768137108791	451.81884393204047	-5620.768137108791	0.09056440849558856	454.4976388880341	106.49034592719278	4.335954578353458	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1114000	-5157.262619474042	-5616.297932185812	459.0353127117697	-5616.297932185812	0.08082112558219127	461.57424388404115	98.2574039018523	3.8815675428787384	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1115000	-5157.904922474871	-5610.38431628532	452.4793938104496	-5610.38431628532	0.08721297839079385	455.0183249827211	98.61091775347177	3.8815675428787384	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1116000	-5158.371535377711	-5619.302615431332	460.9310800536216	-5619.302615431332	0.08145192373850146	463.4700112258931	101.34452195682672	3.8815675428787384	0.250965496949727	0.19945849750203626	0.15850709820265266	0.3910689073455844
1117000	-5165.01114068717	-5614.1469927124035	449.13585202523353	-5614.1469927124035	0.09175927613301207	451.674783197505	80.38850378457165	3.8815675428787384	0.24224193230729507	0.19945849750203626	0.15850709820265266	0.3997924719880163
1118000	-5165.591508393537	-5618.0376376019685	452.44612920843167	-5618.0376376019685	0.08570757791003147	455.1375470178497	96.93102588796107	4.378197754327011	0.24224193230729507	0.19945849750203626	0.15850709820265266	0.3997924719880163
1119000	-5152.408578279072	-5611.032360455853	458.6237821767818	-5611.032360455853	0.08563155297599745	461.31519998619984	103.7341336655419	4.378197754327011	0.24224193230729507	0.19945849750203626	0.15850709820265266	0.3997924719880163
1120000	-5161.715274554127	-5610.643094834673	448.92782028054626	-5610.643094834673	0.08962702828330599	451.46204149678067	84.32379640336278	3.8666934874829155	0.24224193230729507	0.22336901804571282	0.15850709820265266	0.3758819514443397
1121000	-5174.2060242865555	-5618.292151093997	444.0861268074409	-5618.292151093997	0.09164973375624882	446.6203480236753	106.69651374056349	3.8666934874829155	0.24224193230729507	0.22336901804571282	0.15850709820265266	0.3758819514443397
1122000	-5162.871170244453	-5613.939510094336	451.06833984988236	-5613.939510094336	0.08613277075388252	453.6025610661168	78.81930430302481	3.8666934874829155	0.24224193230729507	0.22336901804571282	0.15850709820265266	0.3758819514443397
1123000	-5174.814930503066	-5622.595586196431	447.7806556933656	-5622.595586196431	0.09164890294563997	450.3148769096	100.43900705687145	3.8666934874829155	0.24224193230729507	0.22336901804571282	0.15850709820265266	0.3758819514443397
1124000	-5178.231027365069	-5625.67296809567	447.44194073060015	-5625.67296809567	0.08813394301759021	449.97616194683457	99.27423631893899	3.8666934874829155	0.24224193230729507	0.22336901804571282	0.15850709820265266	0.3758819514443397
1125000	-5175.5576982934235	-5625.511254338649	449.95355604522604	-5625.511254338649	0.0847916629063579	452.39645731083607	85.9980373831319	3.583630308316371	0.24224193230729507	0.22336901804571282	0.15850709820265266	0.3758819514443397
1126000	-5172.856693560462	-5629.090603258385	456.2339096979234	-5629.090603258385	0.08298836642088916	458.67681096353346	91.73808295240379	3.583630308316371	0.24224193230729507	0.22336901804571282	0.15850709820265266	0.3758819514443397
1127000	-5170.781633023975	-5625.162704302316	454.381071278342	-5625.162704302316	0.08143818365668724	457.0002732253822	96.83603280472998	4.1393114403450735	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1128000	-5171.910486477468	-5631.606533574367	459.69604709689844	-5631.606533574367	0.08380314136237486	462.25291129887	86.49193149503267	3.9384508105697726	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1129000	-5162.036435697205	-5618.702146449621	456.665710752416	-5618.702146449621	0.08568551344706617	459.22257495438754	84.24952839497188	3.9384508105697726	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1130000	-5163.801074234192	-5617.552999524735	453.75192529054283	-5617.552999524735	0.09144516380219002	456.23841752813166	100.19951113744024	3.7174949721802455	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1131000	-5159.4223783323005	-5612.29407895012	452.87170061781967	-5612.29407895012	0.08914896061608259	455.3581928554085	82.10649722941189	3.7174949721802455	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1132000	-5179.065737703177	-5621.490718145224	442.42498044204734	-5621.490718145224	0.09588017349918057	444.9114726796362	79.41875837745984	3.7174949721802455	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1133000	-5159.903076315817	-5616.229928573142	456.3268522573252	-5616.229928573142	0.08538110474998986	458.813344494914	92.26621050882275	3.7174949721802455	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1134000	-5174.67938798261	-5618.573701546972	443.8943135643619	-5618.573701546972	0.0941453376139645	446.3808058019507	86.22587292029482	3.7174949721802455	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1135000	-5173.19643475062	-5621.050303031078	447.8538682804583	-5621.050303031078	0.0889716871389788	450.34036051804713	91.3861331335092	3.7174949721802455	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1136000	-5173.743863338825	-5627.527423961907	453.7835606230824	-5627.527423961907	0.08480357405454106	456.31538899733243	82.97380445605317	3.859147341434895	0.24224193230729507	0.21732637377327385	0.15850709820265266	0.38192459571677867
1137000	-5177.594155955455	-5629.921760206404	452.32760425094887	-5629.921760206404	0.08354748672739147	454.8594326251989	86.99135520398545	3.859147341434895	0.24277864166879554	0.2154846345629648	0.16034883741296174	0.3813878863552782
1138000	-5182.232986828263	-5629.32935215573	447.09636532746646	-5629.32935215573	0.09116751677850944	449.6281937017165	102.87377326995892	3.859147341434895	0.24277864166879554	0.2154846345629648	0.16034883741296174	0.3813878863552782
1139000	-5180.009882715162	-5633.26164491285	453.25176219768736	-5633.26164491285	0.08427316392684565	455.7835905719374	93.08651212002013	3.859147341434895	0.24277864166879554	0.2154846345629648	0.16034883741296174	0.3813878863552782
1140000	-5174.019302053352	-5630.001551331386	455.98224927803363	-5630.001551331386	0.07974315457235534	458.5140776522837	92.90491698427593	3.859147341434895	0.2614698086648591	0.19679346756690125	0.16034883741296174	0.3813878863552782
1141000	-5175.224763079878	-5626.093315875234	450.868552795356	-5626.093315875234	0.08103641795718186	453.3788068780161	90.53816464742697	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1142000	-5179.452966003306	-5629.597208520885	450.1442425175791	-5629.597208520885	0.08199814701899244	452.6544966002392	107.45809703812122	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1143000	-5191.114654021086	-5633.108520608599	441.9938665875132	-5633.108520608599	0.08770737321351017	444.50412067017334	91.17368349823154	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1144000	-5179.889884617079	-5627.804352437718	447.9144678206394	-5627.804352437718	0.08089539313364316	450.42472190329954	95.3603386811729	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1145000	-5190.731163325686	-5644.712961630688	453.9817983050023	-5644.712961630688	0.07736940118667557	456.49205238766245	95.52899384829011	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1146000	-5188.133669230479	-5639.013692160197	450.88002292971765	-5639.013692160197	0.08017948180355024	453.3902770123778	85.64946332810072	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1147000	-5188.433106843455	-5640.554943032663	452.121836189208	-5640.554943032663	0.07961567131627782	454.63209027186815	101.41821240348024	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1148000	-5183.2622834538715	-5638.5277007660325	455.26541731216076	-5638.5277007660325	0.07806854227995325	457.7756713948209	94.61264323761833	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1149000	-5184.414648855123	-5635.945421147428	451.5307722923041	-5635.945421147428	0.08093482891592793	454.04102637496425	95.05812913783063	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1150000	-5177.127117789876	-5627.524471588149	450.39735379827306	-5627.524471588149	0.07990886949293541	452.9076078809332	81.57972682458883	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1151000	-5176.538595462783	-5631.9932877930705	455.4546923302878	-5631.9932877930705	0.0774067409691129	457.96494641294794	93.01786165236274	3.7914267415477663	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1152000	-5174.081736443071	-5635.862137655962	461.78040121289064	-5635.862137655962	0.07418540992089567	464.53252485167303	114.86070584326791	4.584286849552526	0.2571115150851695	0.19679346756690125	0.16470713099265136	0.3813878863552782
1153000	-5182.4230636664215	-5629.063660436357	446.6405967699358	-5629.063660436357	0.08315299319009493	449.3927204087182	90.78209044968337	4.584286849552526	0.26348443303079033	0.1904205496212804	0.16470713099265136	0.3813878863552782
1154000	-5176.105858083674	-5627.855247609965	451.7493895262903	-5627.855247609965	0.07916164307083612	454.5015131650727	95.8668098837609	4.584286849552526	0.26348443303079033	0.22648781220302075	0.16470713099265136	0.34532062377353784
1155000	-5178.548425528614	-5631.0491978459295	452.50077231731535	-5631.0491978459295	0.08097520066042821	455.25289595609775	103.73156511874375	4.584286849552526	0.2575235436854257	0.22648781220302075	0.16470713099265136	0.3512815131189025
1156000	-5182.1386851407115	-5635.8377909672445	453.6991058265333	-5635.8377909672445	0.08191833361807395	456.4512294653157	107.52769505810039	4.584286849552526	0.26025217408905676	0.23527134604536448	0.15319496674667654	0.3512815131189025
1157000	-5189.000624464788	-5637.35579697741	448.35517251262155	-5637.35579697741	0.08253656680669129	451.10729615140394	97.1773323265737	4.584286849552526	0.26025217408905676	0.23527134604536448	0.15319496674667654	0.3512815131189025
1158000	-5180.697560727733	-5628.977164705656	448.2796039779233	-5628.977164705656	0.0856249764600346	450.7600369736827	83.54031363421943	3.6987515662906096	0.28102835552895233	0.21449516460546894	0.15319496674667654	0.3512815131189025
1159000	-5176.7693101463565	-5624.262527102362	447.49321695600486	-5624.262527102362	0.08693873243564737	449.9736499517643	85.48711076437846	3.6987515662906096	0.28102835552895233	0.21449516460546894	0.15319496674667654	0.3512815131189025
1160000	-5176.664494658624	-5624.77009710251	448.1056024438858	-5624.77009710251	0.08322224805382789	450.58603543964523	88.83837591529324	3.6987515662906096	0.25400000574020026	0.21449516460546894	0.15319496674667654	0.37830986290765456
1161000	-5156.631217608852	-5611.599736362586	454.96851875373346	-5611.599736362586	0.08322132209558342	457.4489517494929	85.67379596546067	3.6987515662906096	0.24934851994561874	0.21449516460546894	0.15784645254125806	0.37830986290765456
1162000	-5166.195529578498	-5618.557997648198	452.3624680696998	-5618.557997648198	0.08271837832518603	454.8429010654592	94.73454502438886	3.6987515662906096	0.24934851994561874	0.21449516460546894	0.15784645254125806	0.37830986290765456
1163000	-5173.113404584008	-5622.783790661217	449.67038607720906	-5622.783790661217	0.08869985377212167	452.1508190729685	86.65566485416177	3.6987515662906096	0.24934851994561874	0.20515108280198008	0.16719053434474693	0.37830986290765456
1164000	-5159.768085051986	-5612.495041615432	452.72695656344484	-5612.495041615432	0.08613447776396253	455.2073895592043	108.34433470925282	3.6987515662906096	0.24934851994561874	0.2028527829018555	0.16948883424487152	0.37830986290765456
1165000	-5159.432054005184	-5618.024601111921	458.5925471067367	-5618.024601111921	0.08359143095844541	461.13972146526123	97.06345601149168	3.907665383937621	0.24934851994561874	0.2028527829018555	0.16948883424487152	0.37830986290765456
1166000	-5174.358024262401	-5621.940492502413	447.58246824001145	-5621.940492502413	0.09154567333366542	450.0988443122575	89.14954458990358	3.8105855446437618	0.24934851994561874	0.2028527829018555	0.16948883424487152	0.37830986290765456
1167000	-5159.40952489604	-5614.399291240564	454.9897663445238	-5614.399291240564	0.08535725760905018	457.5061424167698	90.80348072743865	3.8105855446437618	0.24934851994561874	0.2028527829018555	0.16948883424487152	0.37830986290765456
1168000	-5166.731098851966	-5620.039081783051	453.30798293108546	-5620.039081783051	0.0856536250809622	455.8243590033315	81.44631814049619	3.8105855446437618	0.24934851994561874	0.2028527829018555	0.16948883424487152	0.37830986290765456
1169000	-5180.227737059887	-5624.304495475759	444.076758415872	-5624.304495475759	0.09627641722388794	446.5852278059959	83.25215275300964	3.785850129511299	0.24401677995622434	0.2081845228912499	0.15288999706379458	0.3949087000887315
1170000	-5175.054531155249	-5627.580614730388	452.5260835751401	-5627.580614730388	0.08997518117764579	455.03455296526397	97.30192085253394	3.785850129511299	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1171000	-5181.846485942377	-5635.923332717684	454.0768467753082	-5635.923332717684	0.08983805071314684	456.5783081659975	87.9592249524601	3.7639897448441277	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1172000	-5184.460285362551	-5628.987589545469	444.527304182918	-5628.987589545469	0.09978924840150696	447.3192187716665	90.55349877990714	4.722044143089661	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1173000	-5167.305075747843	-5621.703702724211	454.398626976368	-5621.703702724211	0.08073133134247483	457.1905415651165	81.97748193512459	4.722044143089661	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1174000	-5162.967474658827	-5620.527703906007	457.56022924718064	-5620.527703906007	0.08374771948496841	460.35214383592916	92.18863586015497	4.722044143089661	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1175000	-5153.288092239655	-5607.388329105646	454.10023686599095	-5607.388329105646	0.08339404699604423	456.89215145473946	90.60657177513067	4.722044143089661	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1176000	-5167.822842979472	-5612.773746338047	444.9509033585751	-5612.773746338047	0.08956625176909218	447.7428179473236	104.65874823269324	4.722044143089661	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1177000	-5172.8382475075205	-5624.064330022818	451.2260825152971	-5624.064330022818	0.08453442718828458	454.0179971040456	83.63185189276611	4.722044143089661	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1178000	-5167.804266326183	-5620.450130765226	452.6458644390436	-5620.450130765226	0.08986752152773209	454.96958202237414	90.51378213496848	3.2289334815577564	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1179000	-5175.75191343513	-5628.162958199154	452.41104476402387	-5628.162958199154	0.08904918006471033	454.73476234735443	98.43773614777712	3.2289334815577564	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1180000	-5169.320819603861	-5622.46465518597	453.1438355821081	-5622.46465518597	0.08822036018703422	455.4675531654387	91.7337472150266	3.2289334815577564	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1181000	-5171.3398136775795	-5620.1494011309815	448.80958745340195	-5620.1494011309815	0.08432333409818973	451.1333050367325	101.51379392379984	3.2289334815577564	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1182000	-5171.682254537877	-5615.863239403881	444.1809848660037	-5615.863239403881	0.08919306916039854	446.80992194196233	77.3046320390748	4.171123123880891	0.24401677995622434	0.21889997835767722	0.15288999706379458	0.3841932446223042
1183000	-5162.970826987557	-5621.76056019365	458.7897332060929	-5621.76056019365	0.0858817269141788	461.4186702820515	100.51567550786255	4.171123123880891	0.24401677995622434	0.2029555996352387	0.1688343757862331	0.3841932446223042
1184000	-5183.599268325055	-5632.343850570507	448.7445822454521	-5632.343850570507	0.08971880210568868	451.3735193214107	85.58877474092674	4.171123123880891	0.24401677995622434	0.2029555996352387	0.1688343757862331	0.3841932446223042
1185000	-5155.720552168376	-5618.5086754395315	462.78812327115503	-5618.5086754395315	0.08148004871230877	465.41706034711365	97.11288968814148	4.171123123880891	0.24401677995622434	0.2029555996352387	0.1688343757862331	0.3841932446223042
1186000	-5155.102627718861	-5610.9193054329435	455.81667771408274	-5610.9193054329435	0.08619559975186097	458.44561479004136	94.00342897684186	4.171123123880891	0.24401677995622434	0.2029555996352387	0.1688343757862331	0.3841932446223042
1187000	-5151.062860762326	-5608.434756299242	457.37189553691604	-5608.434756299242	0.08380880429425194	460.00083261287466	109.30276094017698	4.171123123880891	0.24401677995622434	0.2029555996352387	0.1688343757862331	0.3841932446223042
